,property_type,place_name,price_aprox_usd,rooms,contrafrente,cochera,amenities,esp_exterior,mas_1banio,estrenar,surface,price_m2
27385,apartment,Belgrano,259000.0,3.0,1,0,1,1,1,0,80.0,3237.5
27386,apartment,San Cristobal,77000.0,3.0,0,0,1,0,1,0,36.0,2138.8888888888887
27387,apartment,Caballito,350000.0,1.0,0,0,0,1,1,0,151.0,2317.880794701987
27388,apartment,Palermo,250000.0,3.0,0,0,0,1,1,0,76.0,3289.4736842105262
27389,apartment,Villa Urquiza,99000.0,1.0,0,0,0,1,1,0,41.0,2414.6341463414633
27390,apartment,Flores,135000.0,4.0,0,0,0,1,1,0,69.0,1956.5217391304348
27391,apartment,Flores,110000.0,2.0,0,1,0,1,0,1,48.0,2291.6666666666665
27392,apartment,Palermo,520000.0,4.0,0,0,0,0,1,0,141.0,3687.9432624113474
27393,PH,Boedo,155000.0,2.0,0,0,0,1,1,0,120.0,1291.6666666666667
27394,apartment,Recoleta,500000.0,5.0,0,0,1,0,1,0,138.0,3623.1884057971015
27395,apartment,Barrio Norte,535000.0,4.0,0,0,1,0,1,0,153.0,3496.732026143791
27396,apartment,Villa Crespo,103802.0,2.0,0,1,1,1,1,0,40.0,2595.05
27397,apartment,Villa Crespo,81514.0,1.0,0,1,1,1,1,0,32.5,2508.123076923077
27398,apartment,Recoleta,89500.0,2.0,0,1,1,1,0,0,36.0,2486.1111111111113
27399,apartment,Recoleta,215279.0,2.0,0,1,1,1,0,0,78.0,2759.9871794871797
27400,apartment,Belgrano,127100.0,1.0,0,1,0,0,0,0,51.5,2467.9611650485435
27401,apartment,Belgrano,131200.0,1.0,0,1,0,0,0,0,51.5,2547.5728155339807
27402,apartment,Belgrano,139400.0,1.0,0,1,0,0,0,0,51.5,2706.7961165048546
27403,apartment,Belgrano,128743.0,1.0,0,1,0,0,0,0,51.5,2499.864077669903
27404,apartment,Belgrano,132896.0,1.0,0,1,0,0,0,0,51.5,2580.5048543689322
27405,apartment,Belgrano,145355.0,1.0,0,1,0,0,0,0,51.5,2822.4271844660193
27406,apartment,Belgrano,141202.0,1.0,0,1,0,0,0,0,51.5,2741.78640776699
27407,apartment,Belgrano,129487.0,1.0,0,1,0,0,0,0,51.5,2514.3106796116504
27408,apartment,Belgrano,133664.0,1.0,0,1,0,0,0,0,51.5,2595.4174757281553
27409,apartment,Belgrano,146195.0,1.0,0,1,0,0,0,0,51.5,2838.73786407767
27410,apartment,Belgrano,150372.0,1.0,0,1,0,0,0,0,51.5,2919.8446601941746
27411,apartment,Belgrano,142018.0,1.0,0,1,0,0,0,0,51.5,2757.631067961165
27412,apartment,Belgrano,154622.0,1.0,0,1,0,0,0,0,51.5,3002.368932038835
27413,apartment,Belgrano,199842.0,2.0,0,1,0,0,0,0,80.0,2498.025
27414,apartment,Belgrano,280000.0,4.0,1,1,1,1,1,0,80.0,3500.0
27415,apartment,Nuñez,135135.0,1.0,0,0,0,0,0,0,53.0,2549.7169811320755
27416,apartment,Nuñez,147073.0,1.0,0,0,0,0,0,0,53.0,2774.9622641509436
27417,store,San Nicolás,258000.0,1.0,0,0,0,0,1,0,248.0,1040.3225806451612
27418,apartment,Nuñez,125520.0,3.0,0,1,1,1,0,0,53.0,2368.301886792453
27419,apartment,Nuñez,175000.0,3.0,0,1,1,1,0,0,53.0,3301.8867924528304
27420,apartment,Belgrano,595035.0,1.0,0,1,1,1,1,1,154.0,3863.8636363636365
27421,apartment,Belgrano,195000.0,3.0,1,0,0,1,1,0,80.0,2437.5
27422,apartment,Palermo,285000.0,2.0,0,0,0,1,1,0,76.0,3750.0
27423,apartment,Villa Devoto,161000.0,4.0,0,1,0,1,1,0,57.0,2824.561403508772
27424,apartment,Agronomía,110000.0,2.0,0,1,0,1,1,0,52.0,2115.3846153846152
27425,house,Villa Lugano,260000.0,3.0,0,0,0,1,1,0,250.0,1040.0
27426,apartment,Villa Crespo,270000.0,4.0,1,1,1,1,1,0,105.0,2571.4285714285716
27427,apartment,Villa Urquiza,110000.0,2.0,0,0,0,1,0,0,50.0,2200.0
27428,apartment,Palermo,119000.0,2.0,0,0,0,0,1,0,44.0,2704.5454545454545
27429,apartment,Mataderos,56000.0,1.0,1,0,0,0,0,0,40.0,1400.0
27430,apartment,Villa Luro,170000.0,3.0,0,1,1,1,1,1,66.0,2575.757575757576
27431,apartment,Almagro,122000.0,3.0,0,0,0,1,1,0,45.0,2711.1111111111113
27432,apartment,Villa Crespo,108000.0,2.0,0,0,0,1,0,0,45.0,2400.0
27433,PH,Boedo,105000.0,2.0,0,0,0,1,1,0,70.0,1500.0
27434,apartment,San Cristobal,105000.0,2.0,0,0,1,1,1,0,43.0,2441.860465116279
27435,apartment,Palermo,65000.0,1.0,0,0,0,0,0,0,22.0,2954.5454545454545
27436,apartment,Almagro,155000.0,4.0,0,1,0,1,0,0,51.5,3009.7087378640776
27437,apartment,Caballito,175000.0,2.0,0,0,1,1,0,0,49.0,3571.4285714285716
27438,apartment,Caballito,119000.0,1.0,0,0,1,1,0,0,37.0,3216.2162162162163
27439,apartment,Caballito,116000.0,1.0,0,0,1,1,0,0,39.0,2974.358974358974
27440,apartment,Caballito,119000.0,1.0,0,0,1,1,0,0,46.0,2586.9565217391305
27441,PH,Almagro,280000.0,6.0,1,0,0,1,1,0,230.0,1217.391304347826
27442,apartment,Belgrano,109000.0,1.0,0,1,1,1,1,0,38.0,2868.4210526315787
27443,apartment,Belgrano,116000.0,1.0,0,1,1,1,1,0,38.0,3052.6315789473683
27444,apartment,Belgrano,322000.0,4.0,1,1,1,1,1,0,109.0,2954.1284403669724
27445,apartment,Belgrano,107000.0,1.0,0,1,1,1,1,0,38.0,2815.7894736842104
27446,apartment,Belgrano,111000.0,1.0,0,1,1,1,1,0,38.0,2921.0526315789475
27447,apartment,Nuñez,480000.0,4.0,1,1,1,1,1,0,189.0,2539.6825396825398
27448,apartment,Nuñez,127500.0,1.0,0,0,0,1,1,0,45.0,2833.3333333333335
27449,apartment,Nuñez,129000.0,1.0,0,0,0,1,1,0,45.0,2866.6666666666665
27450,apartment,Nuñez,106500.0,1.0,0,0,0,1,1,0,36.0,2958.3333333333335
27451,apartment,Nuñez,108000.0,1.0,0,0,0,1,1,0,36.0,3000.0
27452,apartment,Nuñez,239000.0,3.0,0,0,0,1,1,0,83.0,2879.5180722891564
27453,apartment,Nuñez,149000.0,1.0,1,0,1,1,1,0,43.0,3465.1162790697676
27454,apartment,Nuñez,233500.0,3.0,0,1,1,1,1,0,82.0,2847.560975609756
27455,apartment,Nuñez,235000.0,3.0,0,1,1,1,1,0,82.0,2865.8536585365855
27456,apartment,Nuñez,236500.0,3.0,0,0,1,1,1,0,82.0,2884.1463414634145
27457,apartment,Nuñez,238000.0,3.0,0,0,1,1,1,0,82.0,2902.439024390244
27458,apartment,Nuñez,125500.0,1.0,1,0,1,1,1,0,43.0,2918.6046511627906
27459,apartment,Nuñez,197000.0,2.0,0,0,1,1,1,0,81.0,2432.098765432099
27460,apartment,Palermo,380000.0,3.0,0,1,1,1,1,0,77.0,4935.064935064935
27461,apartment,Nuñez,126000.0,1.0,1,0,1,1,1,0,37.0,3405.4054054054054
27462,apartment,Villa Urquiza,104000.0,1.0,0,0,1,1,0,0,47.0,2212.7659574468084
27463,apartment,Villa Urquiza,87500.0,1.0,0,0,1,1,0,0,39.0,2243.5897435897436
27464,apartment,Villa Urquiza,114000.0,1.0,1,0,1,1,0,0,53.0,2150.943396226415
27465,apartment,Villa Urquiza,95500.0,1.0,1,0,1,1,0,0,45.0,2122.222222222222
27466,apartment,Villa Urquiza,106000.0,1.0,0,0,1,1,0,0,46.0,2304.3478260869565
27467,apartment,Villa Urquiza,103500.0,1.0,0,0,1,1,0,0,45.0,2300.0
27468,apartment,Villa Urquiza,103500.0,1.0,1,0,1,1,0,0,46.0,2250.0
27469,apartment,Villa Urquiza,99000.0,1.0,0,0,1,1,0,0,45.0,2200.0
27470,apartment,Villa Urquiza,108000.0,1.0,0,0,1,1,0,0,46.0,2347.8260869565215
27471,apartment,Villa Urquiza,105500.0,1.0,0,0,1,1,0,0,45.0,2344.4444444444443
27472,apartment,Villa Urquiza,103000.0,1.0,1,0,1,1,0,0,46.0,2239.1304347826085
27473,apartment,Villa Urquiza,99000.0,1.0,0,0,1,1,0,0,45.0,2200.0
27474,apartment,Villa Urquiza,113000.0,1.0,0,0,1,1,0,0,46.0,2456.521739130435
27475,apartment,Villa Urquiza,110000.0,1.0,0,0,1,1,0,0,45.0,2444.4444444444443
27476,apartment,Villa Urquiza,108000.0,1.0,1,0,1,1,0,0,46.0,2347.8260869565215
27477,apartment,Villa Urquiza,103500.0,1.0,1,0,1,1,0,0,45.0,2300.0
27478,apartment,Villa Urquiza,117500.0,1.0,0,0,1,1,0,0,46.0,2554.3478260869565
27479,apartment,Villa Urquiza,114500.0,1.0,0,0,1,1,0,0,45.0,2544.4444444444443
27480,apartment,Villa Urquiza,112500.0,1.0,1,0,1,1,0,0,46.0,2445.6521739130435
27481,apartment,Villa Urquiza,108000.0,1.0,1,0,1,1,0,0,45.0,2400.0
27482,apartment,Villa Urquiza,116000.0,1.0,0,0,1,1,0,0,46.0,2521.7391304347825
27483,apartment,Belgrano,280000.0,4.0,0,1,0,1,1,0,130.0,2153.846153846154
27484,apartment,Belgrano,180000.0,2.0,0,0,0,0,0,0,64.0,2812.5
27485,apartment,Villa Urquiza,109000.0,1.0,0,1,0,0,1,0,42.0,2595.2380952380954
27486,apartment,Villa Urquiza,112000.0,1.0,0,1,0,0,1,0,42.0,2666.6666666666665
27487,apartment,Villa Urquiza,145000.0,1.0,0,1,0,1,1,0,53.0,2735.8490566037735
27488,apartment,Villa Urquiza,113500.0,1.0,0,0,1,1,0,0,45.0,2522.222222222222
27489,apartment,Villa Urquiza,113500.0,1.0,1,0,1,1,0,0,46.0,2467.391304347826
27490,apartment,Villa Urquiza,108000.0,1.0,1,0,1,1,0,0,45.0,2400.0
27491,apartment,Nuñez,156000.0,2.0,0,0,1,1,1,0,53.0,2943.396226415094
27492,apartment,Palermo,285000.0,2.0,0,1,1,0,0,1,56.0,5089.285714285715
27493,store,Nuñez,180000.0,2.0,0,0,0,0,1,0,55.0,3272.7272727272725
27494,apartment,Caballito,106900.0,2.0,0,1,0,1,0,0,55.0,1943.6363636363637
27495,apartment,Caballito,108500.0,2.0,0,1,0,1,0,0,55.0,1972.7272727272727
27496,apartment,Caballito,111300.0,2.0,0,1,0,1,0,0,55.0,2023.6363636363637
27497,apartment,Caballito,108550.0,2.0,0,1,0,1,0,0,55.0,1973.6363636363637
27498,apartment,Caballito,113600.0,2.0,0,1,0,1,0,0,55.0,2065.4545454545455
27499,apartment,Caballito,110800.0,2.0,0,1,0,1,0,0,55.0,2014.5454545454545
27500,apartment,Caballito,115900.0,2.0,0,1,0,1,0,0,55.0,2107.2727272727275
27501,apartment,Caballito,113000.0,2.0,0,1,0,1,0,0,55.0,2054.5454545454545
27502,apartment,Caballito,118300.0,2.0,0,1,0,1,0,0,55.0,2150.909090909091
27503,apartment,Caballito,115300.0,2.0,0,1,0,1,0,0,55.0,2096.3636363636365
27504,apartment,Caballito,120700.0,2.0,0,1,0,1,0,0,55.0,2194.5454545454545
27505,apartment,Caballito,120000.0,2.0,0,1,0,1,0,0,55.0,2181.818181818182
27506,apartment,Caballito,122400.0,2.0,0,1,0,1,0,0,55.0,2225.4545454545455
27507,apartment,Caballito,122400.0,2.0,0,1,0,1,0,0,55.0,2225.4545454545455
27508,apartment,Caballito,117600.0,2.0,0,1,0,1,0,0,55.0,2138.181818181818
27509,apartment,Palermo,290000.0,2.0,0,1,1,0,0,1,56.0,5178.571428571428
27510,apartment,Nuñez,350000.0,3.0,0,1,1,1,1,1,86.0,4069.767441860465
27511,apartment,San Cristobal,79500.0,2.0,0,0,0,1,1,0,43.0,1848.8372093023256
27512,apartment,Villa Urquiza,173000.0,2.0,0,1,0,1,1,0,73.0,2369.8630136986303
27513,apartment,Belgrano,316970.0,4.0,1,1,1,1,1,0,109.0,2907.9816513761466
27514,apartment,Belgrano,108000.0,1.0,0,1,1,1,1,0,38.0,2842.1052631578946
27515,apartment,Nuñez,180000.0,2.0,0,0,1,1,0,1,91.0,1978.021978021978
27516,apartment,Nuñez,180000.0,2.0,0,0,1,1,0,1,90.0,2000.0
27517,apartment,Nuñez,240000.0,3.0,0,1,1,1,1,0,80.0,3000.0
27518,apartment,Caballito,235000.0,3.0,0,1,1,1,1,0,69.0,3405.7971014492755
27519,apartment,Nuñez,155000.0,1.0,0,1,1,1,1,0,42.0,3690.4761904761904
27520,apartment,Belgrano,120000.0,1.0,0,1,1,1,0,0,47.0,2553.191489361702
27521,apartment,Belgrano,160000.0,2.0,0,1,1,1,1,0,58.0,2758.6206896551726
27522,apartment,Belgrano,160000.0,2.0,0,1,1,1,1,0,61.0,2622.9508196721313
27523,apartment,Villa Urquiza,217029.0,3.0,1,0,1,1,1,0,88.0,2466.2386363636365
27524,apartment,Villa Urquiza,203568.0,3.0,1,0,1,1,1,0,88.0,2313.2727272727275
27525,apartment,Villa Urquiza,207899.0,3.0,1,0,1,1,1,0,88.0,2362.4886363636365
27526,apartment,Villa Urquiza,212230.0,3.0,1,0,1,1,1,0,88.0,2411.7045454545455
27527,apartment,Villa Urquiza,220893.0,3.0,1,0,1,1,1,0,88.0,2510.1477272727275
27528,apartment,Villa Urquiza,233886.0,3.0,1,0,1,1,1,0,88.0,2657.7954545454545
27529,apartment,Villa Urquiza,238218.0,3.0,1,0,1,1,1,0,88.0,2707.0227272727275
27530,apartment,Villa Urquiza,90791.0,1.0,0,0,1,1,1,0,38.0,2389.2368421052633
27531,apartment,Villa Urquiza,133712.0,2.0,0,0,1,1,1,0,56.0,2387.714285714286
27532,apartment,Villa Urquiza,139128.0,2.0,0,0,1,1,1,0,56.0,2484.4285714285716
27533,apartment,Villa Urquiza,136557.0,2.0,0,0,1,1,1,0,56.0,2438.5178571428573
27534,apartment,Villa Urquiza,153626.0,2.0,0,0,1,1,1,0,56.0,2743.3214285714284
27535,apartment,Villa Urquiza,156471.0,2.0,0,0,1,1,1,0,56.0,2794.125
27536,apartment,Villa Urquiza,167783.0,2.0,0,0,1,1,1,0,56.0,2996.125
27537,apartment,Villa Urquiza,203500.0,3.0,0,0,1,1,1,0,88.0,2312.5
27538,apartment,Villa Urquiza,219679.0,3.0,0,0,1,1,1,0,111.0,1979.0900900900901
27539,apartment,Villa Urquiza,215156.0,3.0,0,0,1,1,1,0,88.0,2444.9545454545455
27540,apartment,Villa Urquiza,219546.0,3.0,0,0,1,1,1,0,88.0,2494.840909090909
27541,apartment,Villa Urquiza,223937.0,3.0,0,0,1,1,1,0,88.0,2544.7386363636365
27542,apartment,Villa Urquiza,263690.0,3.0,0,0,0,1,0,0,88.0,2996.4772727272725
27543,apartment,Villa Urquiza,80953.0,1.0,0,0,0,0,1,0,36.0,2248.6944444444443
27544,apartment,Villa Urquiza,84398.0,1.0,0,0,0,0,1,0,36.0,2344.3888888888887
27545,apartment,Villa Urquiza,87843.0,1.0,0,0,0,0,1,0,36.0,2440.0833333333335
27546,apartment,Villa Urquiza,93010.0,1.0,0,0,0,0,1,0,36.0,2583.6111111111113
27547,apartment,Villa Urquiza,94733.0,1.0,0,0,0,0,1,0,36.0,2631.472222222222
27548,apartment,Villa Urquiza,96455.0,1.0,0,0,0,0,1,0,36.0,2679.3055555555557
27549,apartment,Villa Urquiza,100776.0,1.0,0,0,0,0,1,0,36.0,2799.3333333333335
27550,apartment,Villa Urquiza,79579.0,1.0,0,0,1,0,1,0,34.0,2340.5588235294117
27551,apartment,Villa Urquiza,84659.0,1.0,0,0,0,0,1,0,34.0,2489.970588235294
27552,apartment,Villa Urquiza,89639.0,1.0,0,0,0,0,1,0,34.0,2636.4411764705883
27553,apartment,Villa Urquiza,91299.0,1.0,0,0,0,0,1,0,34.0,2685.264705882353
27554,apartment,Villa Urquiza,92959.0,1.0,0,0,0,0,1,0,34.0,2734.0882352941176
27555,apartment,Villa Urquiza,101209.0,1.0,0,0,0,0,1,0,34.0,2976.735294117647
27556,apartment,Villa Urquiza,82030.0,1.0,0,0,0,0,1,0,36.0,2278.6111111111113
27557,apartment,Villa Urquiza,83775.0,1.0,0,0,0,0,1,0,36.0,2327.0833333333335
27558,apartment,Villa Urquiza,85520.0,1.0,0,0,0,0,1,0,36.0,2375.5555555555557
27559,apartment,Villa Urquiza,87945.0,1.0,0,0,0,0,1,0,36.0,2442.9166666666665
27560,apartment,Villa Urquiza,94247.0,1.0,0,0,1,0,1,0,36.0,2617.972222222222
27561,apartment,Villa Urquiza,95992.0,1.0,0,0,0,0,1,0,36.0,2666.4444444444443
27562,apartment,Villa Urquiza,101830.0,1.0,0,0,0,0,1,0,36.0,2828.6111111111113
27563,apartment,Villa Urquiza,81174.0,1.0,0,0,0,0,1,0,36.0,2254.8333333333335
27564,apartment,Villa Urquiza,93264.0,1.0,0,0,0,0,1,0,36.0,2590.6666666666665
27565,apartment,Caballito,265000.0,4.0,0,1,1,1,1,0,165.0,1606.060606060606
27566,apartment,Villa Urquiza,94991.0,1.0,0,0,0,0,1,0,36.0,2638.6388888888887
27567,apartment,Villa Urquiza,104297.0,1.0,0,0,0,0,1,0,36.0,2897.1388888888887
27568,apartment,Villa Urquiza,210382.0,3.0,0,0,0,1,0,0,91.0,2311.8901098901097
27569,apartment,Villa Urquiza,209275.0,3.0,0,0,0,1,0,0,91.0,2299.7252747252746
27570,apartment,Villa Urquiza,255542.0,3.0,0,0,0,1,0,0,91.0,2808.153846153846
27571,apartment,Villa Urquiza,162077.0,2.0,0,0,0,1,1,0,55.0,2946.8545454545456
27572,apartment,Villa Urquiza,122317.0,2.0,0,0,1,1,1,0,55.0,2223.9454545454546
27573,apartment,Villa Urquiza,190039.0,3.0,0,0,0,1,1,0,83.0,2289.626506024096
27574,apartment,Villa Urquiza,196022.0,3.0,0,0,1,1,1,0,83.0,2361.710843373494
27575,apartment,Villa Urquiza,194083.0,3.0,0,0,1,1,1,0,83.0,2338.3493975903616
27576,apartment,Villa Urquiza,218343.0,3.0,0,0,1,1,1,0,83.0,2630.6385542168673
27577,apartment,Villa Urquiza,238453.0,3.0,0,0,1,1,1,0,83.0,2872.9277108433735
27578,apartment,Villa Urquiza,319812.0,4.0,0,0,1,1,1,0,123.0,2600.0975609756097
27579,apartment,Villa Urquiza,317780.0,3.0,0,0,1,1,1,0,118.0,2693.0508474576272
27580,apartment,Parque Patricios,85000.0,2.0,0,0,0,0,1,0,51.0,1666.6666666666667
27581,apartment,Caballito,119900.0,3.0,0,0,1,0,1,0,54.0,2220.3703703703704
27582,apartment,Nuñez,480000.0,3.0,0,1,1,1,1,0,116.0,4137.931034482759
27583,apartment,Nuñez,124500.0,1.0,1,0,1,1,1,0,37.0,3364.864864864865
27584,apartment,Nuñez,127500.0,1.0,1,0,1,1,1,0,37.0,3445.945945945946
27585,apartment,Nuñez,124000.0,1.0,1,0,1,1,1,0,43.0,2883.720930232558
27586,apartment,Nuñez,150500.0,1.0,1,0,1,1,1,0,43.0,3500.0
27587,apartment,Belgrano,195000.0,3.0,0,0,1,1,0,0,80.0,2437.5
27588,apartment,Nuñez,350000.0,4.0,0,1,1,1,1,0,140.0,2500.0
27590,apartment,Recoleta,500000.0,5.0,0,0,1,0,1,0,139.0,3597.122302158273
27591,apartment,Palermo,90000.0,2.0,0,0,0,0,1,0,33.0,2727.2727272727275
27592,apartment,Balvanera,175000.0,3.0,0,0,0,1,1,0,100.0,1750.0
27593,store,Flores,695000.0,1.0,0,0,0,0,1,0,161.0,4316.770186335404
27594,store,Flores,695000.0,1.0,0,0,0,0,1,0,161.0,4316.770186335404
27595,store,Flores,695000.0,1.0,0,0,0,0,1,0,161.0,4316.770186335404
27596,store,Flores,695000.0,1.0,0,0,0,0,1,0,161.0,4316.770186335404
27597,apartment,Centro / Microcentro,84000.0,2.0,0,0,0,0,1,0,36.0,2333.3333333333335
27598,apartment,Nuñez,149000.0,2.0,0,0,0,1,1,0,64.0,2328.125
27599,apartment,Recoleta,120000.0,2.0,0,0,0,0,1,0,35.0,3428.5714285714284
27600,PH,Villa Urquiza,110000.0,2.0,0,0,0,0,1,0,52.0,2115.3846153846152
27601,store,Villa Crespo,81500.0,1.0,0,0,0,0,1,0,52.0,1567.3076923076924
27602,apartment,Barrio Norte,83900.0,1.0,0,0,0,0,1,0,26.0,3226.923076923077
27603,apartment,Abasto,65000.0,2.0,0,0,0,0,1,0,28.0,2321.4285714285716
27604,apartment,Colegiales,142000.0,2.0,0,1,0,1,1,1,71.0,2000.0
27605,apartment,Colegiales,139000.0,4.0,0,0,1,0,1,0,79.0,1759.493670886076
27606,apartment,Villa Urquiza,90000.0,2.0,0,0,0,0,0,0,33.0,2727.2727272727275
27607,PH,Caballito,210000.0,4.0,1,0,1,1,1,0,92.0,2282.608695652174
27608,apartment,Palermo,170000.0,2.0,0,0,1,1,0,1,50.0,3400.0
27610,apartment,Balvanera,80000.0,1.0,0,0,0,1,1,0,33.0,2424.242424242424
27611,apartment,Coghlan,51900.0,1.0,1,0,1,0,0,0,20.0,2595.0
27612,store,Centro / Microcentro,1200000.0,2.0,0,0,0,0,1,0,300.0,4000.0
27613,apartment,San Telmo,100000.0,1.0,0,0,1,1,1,0,31.0,3225.8064516129034
27614,apartment,Almagro,150000.0,3.0,0,0,0,1,1,0,79.0,1898.73417721519
27615,apartment,Palermo,253000.0,4.0,0,1,0,1,1,0,86.0,2941.860465116279
27616,apartment,Once,80000.0,1.0,0,0,0,1,1,0,33.0,2424.242424242424
27617,apartment,Palermo,1450000.0,7.0,0,1,1,1,1,0,406.0,3571.4285714285716
27618,apartment,Nuñez,630000.0,4.0,0,1,1,1,1,0,140.0,4500.0
27619,apartment,Recoleta,83900.0,1.0,0,0,0,0,1,0,26.0,3226.923076923077
27620,apartment,Balvanera,89500.0,2.0,0,0,0,1,1,0,45.0,1988.888888888889
27621,apartment,Balvanera,65000.0,2.0,0,0,0,0,1,0,28.0,2321.4285714285716
27622,apartment,Almagro,160000.0,3.0,1,0,0,1,1,0,72.0,2222.222222222222
27623,apartment,Almagro,150000.0,3.0,0,0,0,1,1,0,79.0,1898.73417721519
27624,apartment,Once,95000.0,3.0,0,0,0,1,1,0,77.0,1233.7662337662337
27625,apartment,Palermo,253000.0,4.0,0,1,0,1,1,0,86.0,2941.860465116279
27626,PH,Palermo,149000.0,3.0,0,0,0,1,1,0,70.0,2128.5714285714284
27627,store,Recoleta,2000000.0,1.0,0,0,0,0,0,0,280.0,7142.857142857143
27628,store,Caballito,360000.0,10.0,0,0,0,0,0,0,165.0,2181.818181818182
27629,store,San Nicolás,320000.0,1.0,0,0,0,0,0,0,90.0,3555.5555555555557
27630,store,Palermo,650000.0,2.0,0,1,0,0,0,1,116.0,5603.448275862069
27631,store,Villa Crespo,81500.0,1.0,0,0,0,0,1,0,52.0,1567.3076923076924
27632,apartment,Belgrano,390000.0,4.0,0,0,0,1,1,0,117.0,3333.3333333333335
27633,apartment,Palermo,211000.0,2.0,0,1,1,1,0,1,54.0,3907.4074074074074
27634,house,Belgrano,710000.0,5.0,0,1,1,1,1,0,400.0,1775.0
27635,apartment,Balvanera,90000.0,3.0,0,0,1,1,1,0,48.0,1875.0
27636,apartment,Puerto Madero,465000.0,4.0,0,1,1,1,1,0,91.0,5109.89010989011
27637,apartment,Almagro,175000.0,3.0,1,0,0,1,1,0,74.0,2364.864864864865
27638,apartment,Villa Urquiza,74900.0,2.0,0,0,0,0,1,0,29.0,2582.7586206896553
27639,apartment,Recoleta,160000.0,3.0,1,0,1,1,0,0,53.0,3018.867924528302
27640,store,Centro / Microcentro,700000.0,2.0,0,0,1,0,1,0,310.0,2258.064516129032
27641,store,Tribunales,700000.0,2.0,0,0,1,0,1,0,310.0,2258.064516129032
27642,apartment,Nuñez,175000.0,2.0,0,0,1,1,1,0,51.0,3431.372549019608
27643,apartment,Recoleta,236000.0,3.0,0,0,0,1,1,0,76.0,3105.2631578947367
27644,apartment,Floresta,137500.0,3.0,0,0,0,0,0,0,68.0,2022.0588235294117
27645,apartment,Barrio Norte,350000.0,4.0,0,1,0,0,1,0,114.0,3070.1754385964914
27646,apartment,Abasto,175000.0,3.0,1,0,0,1,1,0,74.0,2364.864864864865
27647,PH,Floresta,130000.0,4.0,0,0,0,1,0,0,86.0,1511.6279069767443
27648,apartment,Centro / Microcentro,135000.0,4.0,0,0,1,1,1,0,75.0,1800.0
27649,apartment,Puerto Madero,899000.0,3.0,0,1,1,0,1,0,188.0,4781.914893617021
27650,apartment,San Telmo,200000.0,1.0,0,0,0,1,1,0,72.0,2777.777777777778
27651,apartment,Puerto Madero,850000.0,3.0,0,1,1,0,1,0,188.0,4521.276595744681
27652,apartment,Nuñez,360000.0,4.0,0,1,0,1,1,0,140.0,2571.4285714285716
27653,apartment,Congreso,79000.0,1.0,0,0,0,0,0,0,39.0,2025.6410256410256
27654,apartment,Balvanera,99000.0,2.0,0,0,0,0,1,0,57.0,1736.842105263158
27655,apartment,Villa Devoto,95000.0,2.0,0,0,0,1,1,0,56.0,1696.4285714285713
27656,apartment,Villa Luro,195000.0,3.0,0,0,0,1,1,0,118.0,1652.542372881356
27657,apartment,Villa Luro,70000.0,1.0,1,0,0,1,1,1,32.0,2187.5
27658,PH,Floresta,150000.0,3.0,0,0,1,1,0,0,150.0,1000.0
27659,apartment,Flores,195000.0,4.0,1,1,0,1,1,0,108.0,1805.5555555555557
27660,apartment,Palermo,160000.0,1.0,0,1,1,1,1,0,40.0,4000.0
27661,apartment,Barrio Norte,360000.0,4.0,1,0,0,0,1,0,180.0,2000.0
27662,apartment,Caballito,218000.0,3.0,0,1,1,1,1,1,96.0,2270.8333333333335
27663,apartment,Barracas,575000.0,5.0,0,1,0,1,1,0,330.0,1742.4242424242425
27664,PH,San Telmo,89000.0,2.0,0,0,0,1,0,0,54.0,1648.148148148148
27665,apartment,Barrio Norte,140000.0,2.0,0,0,0,1,1,0,45.0,3111.1111111111113
27666,apartment,Recoleta,220000.0,4.0,0,0,0,1,1,0,74.0,2972.972972972973
27667,apartment,Balvanera,53000.0,1.0,1,1,1,1,0,0,34.0,1558.8235294117646
27668,apartment,Balvanera,199000.0,5.0,0,1,0,1,1,0,122.0,1631.1475409836066
27669,apartment,Barrio Norte,373000.0,3.0,0,1,1,1,1,0,153.0,2437.908496732026
27670,apartment,San Nicolás,155000.0,4.0,0,0,1,0,1,0,70.0,2214.285714285714
27671,apartment,Coghlan,51900.0,1.0,1,0,1,0,0,0,32.5,1596.923076923077
27672,apartment,Recoleta,630000.0,4.0,0,0,0,1,1,0,223.0,2825.1121076233185
27673,apartment,Caballito,173000.0,3.0,1,0,1,1,1,0,54.0,3203.703703703704
27674,apartment,Congreso,72000.0,2.0,0,0,0,0,1,0,38.0,1894.7368421052631
27675,PH,Colegiales,395000.0,3.0,0,1,1,1,1,0,265.0,1490.566037735849
27676,apartment,Nuñez,195000.0,2.0,0,0,1,1,1,0,56.0,3482.1428571428573
27677,apartment,Nuñez,200000.0,2.0,0,0,1,1,1,0,56.0,3571.4285714285716
27678,apartment,Palermo,170000.0,2.0,0,0,0,1,0,0,68.0,2500.0
27679,house,Mataderos,420000.0,4.0,0,1,0,1,1,0,250.0,1680.0
27680,apartment,Palermo,275000.0,3.0,0,1,1,1,1,0,67.0,4104.477611940299
27681,apartment,San Telmo,92000.0,2.0,0,0,0,0,1,0,51.0,1803.921568627451
27682,apartment,Villa Crespo,84000.0,1.0,0,0,0,1,1,0,39.0,2153.846153846154
27683,apartment,Villa Crespo,86000.0,1.0,1,0,0,1,1,0,39.0,2205.128205128205
